abo,125887,1,,,,1,
absence,125888,1,,1,,,
absorb,125886,1,,1,,,
academy,125888,3,,3,,,
accumulated,125886,1,,1,,,
acquire,125887,1,,1,,,
activities,125887,1,,1,,,,125888,1,,1,,,
actress,125887,1,,1,,,
added,125886,1,,1,,,
addition,125886,1,,1,,,
adjacent,125888,1,,1,,,
administration,125887,2,,1,,1,
advanced,125888,1,,1,,,
aero,125888,1,,1,,,
african,125882,2,,1,,1,,125883,2,,1,,1,,125884,2,,1,,1,,125885,2,,1,,1,,125886,2,,1,,1,,125887,2,,1,,1,,125888,2,,1,,1,,125890,2,,1,,1,
age,125882,7,,7,,,,125883,7,,7,,,,125884,7,,7,,,,125885,7,,7,,,,125886,7,,7,,,,125887,7,,7,,,,125888,7,,7,,,,125890,7,,7,,,
agents,125887,1,,1,,,
ago,125886,3,,3,,,
agriculture,125887,1,,1,,,
aguilar,125888,1,,1,,,
air,125886,1,,1,,,,125887,1,,1,,,,125888,6,,4,,2,
airlines,125888,4,,2,,2,
airport,125888,3,,1,,2,
alamogordo,125888,3,,2,,1,
alamos,125888,2,,1,,1,
alan,125889,1,,1,,,
albini,125889,1,,,,1,
albums,125889,1,,1,,,
albuquerque,125888,3,,2,,1,
alexa,125887,2,,1,,1,
alkaline,125886,1,,1,,,
america,125888,1,,,,1,
american,125882,4,,2,,2,,125883,4,,2,,2,,125884,4,,2,,2,,125885,4,,2,,2,,125886,4,,2,,2,,125887,4,,2,,2,,125888,8,,4,,4,,125889,1,,1,,,,125890,4,,2,,2,
amount,125886,1,,1,,,
amounts,125886,1,,1,,,
ana,125882,6,,,3,2,1,125883,6,,,3,2,1,125884,6,,,3,2,1,125885,6,,,3,2,1,125886,6,,,3,2,1
anapra,125883,2,,2,,,
andrea,125889,1,,1,,,
andres,125886,2,,1,,1,
andrews,125888,1,,,,1,
angeles,125888,2,,1,,1,,125889,1,,1,,,
annual,125888,2,,2,,,
apollo,125887,1,,1,,,
appears,125886,1,,1,,,
approximately,125884,1,,1,,,,125886,2,,2,,,,125888,1,,1,,,
aquifer,125887,1,,,,1,
area,125882,5,,2,1,2,,125883,5,,2,1,2,,125884,6,,3,1,2,,125885,5,,2,1,2,,125886,5,,2,1,2,,125887,2,,,1,1,,125888,4,,2,1,1,,125890,3,,1,1,1,
areas,125882,1,,,1,,,125883,1,,,1,,,125884,1,,,1,,,125885,1,,,1,,,125886,1,,,1,,,125887,2,,,1,,1,125888,2,,,1,,1,125890,1,,,1,,
argus,125888,1,,1,,,
arrived,125888,1,,1,,,
art,125888,1,,1,,,
artesia,125887,20,1,11,5,3,
artesiachamber,125887,1,,,1,,
artesian,125887,1,,,,1,
