abandoned,113195,1,,1,,,
abraham,113195,1,,1,,,
abroad,113195,1,,,,,1
accomplished,113190,1,,1,,,
accomplishment,113190,1,,1,,,
accomplishments,113190,1,,1,,,
ace,113197,2,,2,,,
achievement,113190,1,,1,,,
acklin,113198,1,,,,1,
acmi,113197,1,,1,,,
acquired,113197,1,,1,,,
acquitted,113195,1,,1,,,
adding,113190,1,,1,,,,113197,1,,1,,,
addition,113190,1,,1,,,,113198,1,,1,,,
additional,113198,1,,1,,,
address,113198,2,,2,,,
administration,113197,2,,1,,1,
admirable,113190,2,,2,,,
admirably,113190,1,,1,,,
admiration,113190,1,,1,,,
admires,113190,1,,1,,,
admitted,113195,1,,1,,,
adoration,113190,1,,1,,,
advance,113193,8,,,3,4,1
advisory,113193,2,,,1,1,
affair,113195,1,1,,,,
aforementioned,113190,1,,1,,,
africa,113198,2,,1,,1,
african,113192,1,,1,,,
age,113190,1,,1,,,
agencys,113195,1,,1,,,
agents,113195,3,,3,,,
aggressive,113190,1,,1,,,
ahmed,113195,1,,,,1,
aid,113190,1,,1,,,
air,113192,2,,1,,1,,113197,19,1,9,3,6,
aircraft,113192,1,,1,,,,113197,4,,3,,1,
airline,113192,1,,1,,,,113197,4,,2,1,1,
airlines,113197,3,,,,,3
airport,113195,1,,1,,,,113197,22,,5,6,11,
akihito,113189,3,,,2,1,
alanis,113188,1,,1,,,
alaska,113197,1,,1,,,,113198,4,,2,,2,
albarello,113198,2,,1,,1,
album,113188,21,,10,,11,,113192,1,,1,,,
albums,113188,1,,1,,,
alexander,113195,1,,1,,,
ali,113195,2,,,,2,
alias,113195,6,,6,,,
alicia,113188,3,,2,,1,
alive,113190,1,,1,,,
alpha,113192,1,,1,,,
alphabet,113192,1,,1,,,
alpine,113189,7,,3,,4,,113198,4,,2,,2,
alternating,113198,1,,1,,,
amateurism,113198,2,,1,,1,
amc,113197,1,,1,,,
america,113188,2,,1,,1,,113193,2,,,1,1,,113197,2,,1,,1,
american,113197,1,,1,,,,113198,2,,2,,,
amfi,113198,3,,1,,2,
amphitheatre,113198,1,,1,,,
amundsen,113195,1,,1,,,
analogous,113190,1,,1,,,
ancestors,113190,1,,1,,,
anchorage,113197,7,,2,1,4,,113198,4,,2,,2,
angeles,113197,7,,3,1,3,
animal,113193,1,,,,,1
animation,113193,1,,,,1,
announced,113198,1,,1,,,
annual,113197,1,,1,,,
answering,113190,1,,1,,,
anthropomorphic,113193,1,,,,,1
antoku,113190,2,,1,,1,
antonio,113198,4,,2,,2,
aosta,113189,2,,1,,1,
apartment,113195,1,,1,,,
apologies,113195,1,,1,,,
appearance,113189,1,,1,,,,113190,1,,1,,,
appellation,113190,1,,1,,,
approach,113192,2,,1,,1,
april,113195,1,,1,,,
aqua,113189,2,,1,,1,
arbitrarily,113190,1,,1,,,
arcade,113188,3,,2,,1,,113193,6,,,2,3,1
ard,113189,2,,1,,1,
areas,113197,1,,1,,,
arena,113189,3,,2,,1,,113193,1,,,,1,,113198,2,,1,,1,
armenia,113198,1,,1,,,
arrange,113198,1,,1,,,
arrested,113195,2,,2,,,
art,113198,2,,1,,1,
articles,113189,1,,1,,,
arts,113190,1,,1,,,
asahi,113189,2,,1,,1,
aschehoug,113195,2,,1,,1,
asia,113190,2,,1,,1,,113197,4,,2,,2,
assassinated,113195,2,,,,,2
assassination,113195,4,,3,,1,
assassins,113195,1,,1,,,
association,113198,1,,1,,,
astar,113192,2,,1,,1,
atari,113193,3,,,,2,1
athlete,113189,1,,,1,,
atlanta,113189,3,,2,,1,
atlantic,113197,1,,1,,,
atlas,113197,6,,2,1,3,
attack,113198,1,,1,,,
audio,113192,1,,1,,,,113193,1,,,,1,
august,113193,5,,,5,,
aurora,113198,4,,1,1,2,
australia,113189,2,,1,,1,
austria,113189,1,,,,1,
authorities,113195,1,,1,,,
aviation,113197,4,,2,,2,
award,113197,1,,1,,,
awards,113197,3,,2,,1,
azerbaijan,113189,3,,2,,1,
back,113195,1,,1,,,
bad,113190,4,,4,,,
baehr,113195,1,,1,,,
baekje,113190,2,,1,,1,
baiul,113198,2,,1,,1,
band,113188,1,,,,1,,113197,1,,1,,,
banned,113198,1,,1,,,
base,113197,1,,1,,,
baseball,113192,1,,1,,,
based,113197,3,,2,,,1
battle,113193,1,,,,1,
bbc,113189,2,,1,,1,
beat,113189,1,,1,,,
beaten,113198,1,,1,,,
began,113197,1,,1,,,
belarus,113198,1,,1,,,
belmondo,113198,2,,1,,1,
benevolent,113190,1,,1,,,
benign,113190,1,,1,,,
biathlon,113189,4,,2,,2,,113198,5,,3,,2,
biblical,113192,2,,1,,1,
bid,113198,1,,1,,,
bidding,113189,1,,1,,,,113198,1,,1,,,
bids,113198,1,,1,,,
big,113188,2,,1,,1,,113189,2,,1,,1,
biology,113192,1,,1,,,
birkebeineren,113198,2,,1,,1,
birmingham,113189,1,,,,1,
births,113195,1,,,,,1
bit,113199,1,1,,,,
black,113188,2,,1,,1,,113195,4,,2,,2,
bleed,113188,2,,1,,1,
blessed,113190,1,,1,,,
blockbuster,113193,1,,,,1,
blow,113195,2,,2,,,
bob,113193,1,,,,1,,113198,1,,1,,,
bobsled,113198,1,,,,1,
bobsleigh,113189,4,,1,,3,,113198,4,,2,,2,
boeing,113197,5,,3,,2,
boingo,113188,1,,1,,,
boo,113188,4,,3,,1,
boogerman,113193,1,,,,1,
border,113189,1,,1,,,,113197,1,,1,,,,113198,1,,1,,,
borealis,113198,2,,,1,1,
born,113190,1,,1,,,
bosnia,113198,2,,2,,,
bosniaks,113198,1,,1,,,
bouchiki,113195,2,,1,,1,
bouchikis,113195,2,,2,,,
boy,113193,14,,,5,7,2
brand,113188,1,,,,1,
break,113198,1,,1,,,
brew,113193,1,,,,1,
briefly,113198,1,,1,,,
brilliant,113190,1,,1,,,
broadcast,113198,1,,1,,,
broadcaster,113189,1,,,,1,
broadcasters,113189,1,,1,,,
broadcasting,113189,3,,,,3,,113192,1,,1,,,
bronze,113189,2,,2,,,
brothers,113188,1,,1,,,
buddhist,113190,1,,1,,,
bulgaria,113198,2,,1,,1,
burn,113188,2,,1,,1,
butt,113193,1,,,,1,
calahan,113195,1,,1,,,
call,113188,2,,1,,1,
called,113190,17,,17,,,
cambria,113188,1,,1,,,
canada,113189,3,,1,,2,
canadians,113189,1,,1,,,
cancelled,113193,1,,,,,1
cannabis,113189,2,,1,,1,
canonization,113190,2,,1,,1,
cap,113198,1,,1,,,
capital,113197,1,,1,,,
captured,113195,3,,3,,,
car,113195,1,,1,,,
career,113189,1,,1,,,
cargo,113192,2,,1,,1,,113197,12,1,7,2,1,1
carried,113195,1,,1,,,
carrier,113197,3,,3,,,
carriers,113198,1,,1,,,
cars,113197,1,,1,,,
cartridge,113193,3,,,2,1,
case,113190,1,,1,,,
cat,113193,1,,,,1,
catholic,113190,1,,1,,,
cattle,113197,1,,1,,,
cbc,113189,2,,1,,1,
