abound,116969,1,,1,,,,116972,1,,1,,,,116974,1,,1,,,
abutting,116974,1,,1,,,
access,116969,1,,1,,,
adelbert,116973,1,,1,,,
adjacent,116974,1,,1,,,
adm,116972,1,,,1,,
administration,116969,1,,1,,,
administrative,116969,1,,1,,,,116972,1,,1,,,,116974,1,,1,,,
administratively,116974,1,,1,,,,116975,1,,1,,,
african,116972,2,,1,,1,,116974,2,,1,,1,,116976,2,,1,,1,
age,116969,7,,7,,,,116970,7,,7,,,,116971,7,,7,,,,116972,7,,7,,,,116973,7,,7,,,,116974,7,,7,,,,116975,7,,7,,,,116976,7,,7,,,,116977,7,,7,,,,116978,7,,7,,,
airport,116974,4,,3,,1,
alcona,116969,17,1,7,3,5,1,116970,8,1,1,2,3,1,116971,10,,3,2,4,1,116972,8,1,2,2,2,1,116973,6,,1,2,2,1,116974,10,,3,3,3,1,116975,7,,2,2,2,1,116976,7,,1,2,3,1,116977,10,,4,2,3,1,116978,13,1,3,3,4,2
alexander,116969,2,,1,,1,
alger,116969,3,,2,,1,
alpena,116969,2,,1,,1,,116973,2,,1,,1,,116974,2,,1,,1,,116978,1,,,,1,
america,116974,2,,1,,1,
american,116969,4,,1,1,2,,116970,4,,1,1,2,,116971,2,,1,,1,,116972,6,,2,1,3,,116973,4,,1,1,2,,116974,4,,2,,2,,116975,4,,1,1,2,,116976,6,,2,1,3,,116977,4,,1,1,2,,116978,2,,,1,1,
ancestry,116969,1,,1,,,
annual,116974,1,,1,,,
antique,116974,1,,1,,,
appellate,116974,1,,1,,,
approximately,116971,1,,1,,,,116973,1,,1,,,,116975,1,,1,,,,116976,1,,1,,,,116977,1,,1,,,
april,116971,1,,1,,,
area,116969,1,,1,,,,116970,1,,1,,,,116971,3,,3,,,,116972,3,,1,1,1,,116974,5,,3,1,1,,116975,3,,1,1,1,,116976,1,,1,,,,116977,2,,2,,,,116978,2,,2,,,
areas,116972,1,,1,,,,116974,1,,,1,,,116978,1,,,1,,
art,116972,1,,1,,,,116974,1,,1,,,
artisan,116974,1,,1,,,
