adams,124639,2,,1,,1,
addition,124630,1,,1,,,
advertiser,124638,1,,1,,,
african,124638,2,,1,,1,
age,124630,7,,7,,,,124633,7,,7,,,,124634,7,,7,,,,124635,7,,7,,,,124638,7,,7,,,,124640,5,,5,,,
aka,124638,1,,1,,,
american,124630,3,,2,,1,,124634,2,,1,,1,,124635,2,,1,,1,,124638,6,,2,1,3,
americans,124630,1,,,,1,
ammonoosuc,124633,1,,,,1,
androscoggin,124630,3,,1,,2,
annexed,124638,1,,1,,,
appalachian,124630,2,,1,,1,
area,124630,5,,1,1,2,1,124633,5,,1,1,2,1,124634,6,,2,1,2,1,124635,6,,2,1,2,1,124638,3,,1,1,1,,124639,1,,,,,1,124640,4,,2,,1,1
areas,124638,1,,,1,,
arne,124638,2,,1,,1,
art,124630,2,,1,,1,
arterial,124638,1,,1,,,
artists,124630,1,,1,,,
asian,124630,1,,,,1,,124633,1,,,,1,,124638,1,,,,1,
atlantic,124630,2,,1,,1,
average,124630,2,,2,,,,124633,2,,2,,,,124634,2,,2,,,,124635,2,,2,,,,124638,3,,3,,,,124640,3,,3,,,
avon,124635,1,,1,,,
baby,124638,2,,1,,1,
bachmann,124638,2,,1,,1,
barker,124638,2,,1,,1,
basin,124638,2,,1,,1,
bass,124638,1,,1,,,
beecher,124634,2,,1,,1,
behling,124630,1,,,1,,
berlin,124630,4,,1,,2,1,124633,7,,3,,3,1,124634,4,,1,,2,1,124635,4,,1,,2,1,124639,1,,,,,1,124640,4,,1,,2,1
bethel,124630,2,,1,,1,
birch,124630,2,,1,,1,
black,124640,1,,1,,,
blugill,124638,1,,1,,,
board,124630,2,,,1,1,,124633,2,,,1,1,,124634,2,,,1,1,,124635,2,,,1,1,
bob,124638,1,,1,,,
border,124633,1,,1,,,
born,124638,1,,1,,,
boundaries,124633,1,,1,,,
branch,124635,1,,1,,,
bridge,124630,1,,1,,,
brooks,124635,1,,,1,,
built,124638,1,,1,,,
bureau,124630,1,,,,1,,124633,1,,,,1,,124634,2,,1,,1,,124635,2,,1,,1,,124638,2,,1,,1,,124639,1,,,,1,,124640,2,,1,,1,
camp,124633,4,,4,,,
canaan,124634,2,,1,,1,
capita,124630,2,,1,,1,,124633,2,,1,,1,,124634,2,,1,,1,,124635,2,,1,,1,,124638,2,,1,,1,,124640,2,,1,,1,
captivity,124630,1,,1,,,
carlson,124638,2,,1,,1,
carter,124630,1,,,,1,
cdt,124638,1,,,1,,
census,124630,8,,,,8,,124633,7,,,,7,,124634,7,,1,,6,,124635,9,,2,,7,,124638,15,,2,1,12,,124639,5,,2,,3,,124640,8,,4,,4,
center,124633,1,,,1,,,124634,1,,1,,,,124635,1,,1,,,
central,124638,3,,,2,1,
chair,124635,1,,,1,,
changed,124638,1,,1,,,
chose,124630,1,,1,,,
cirque,124639,3,,2,,1,
cities,124638,1,,,,,1
city,124638,10,,8,1,1,
civil,124639,1,,,,1,,124640,1,,,,1,
civilian,124633,2,,1,,1,
closed,124633,1,,1,,,
closer,124634,1,,1,,,
code,124630,5,,,3,2,,124633,5,,,3,2,,124634,5,,,3,2,,124635,5,,,3,2,,124638,5,,,3,2,
cog,124639,2,,1,,1,
college,124640,2,,1,,1,
colonies,124630,1,,1,,,
comprising,124634,1,,1,,,,124635,1,,1,,,
congressional,124638,1,,1,,,
connecticut,124634,3,,1,,1,1,124635,2,,,,1,1
conservation,124633,2,,1,,1,
converted,124633,1,,1,,,
conway,124639,2,,1,,1,
coos,124630,10,,1,5,3,1,124633,10,,1,5,3,1,124634,10,,1,5,3,1,124635,10,,1,5,3,1,124639,3,,1,,1,1,124640,3,,1,,1,1
corner,124634,1,,1,,,
corps,124633,2,,1,,1,
counties,124630,2,,,1,1,,124633,2,,,1,1,,124634,2,,,1,1,,124635,2,,,1,1,,124638,2,,,1,1,
countries,124630,2,,,1,1,,124633,2,,,1,1,,124634,2,,,1,1,,124635,2,,,1,1,,124638,2,,,1,1,
country,124630,1,,,1,,,124633,1,,,1,,,124634,1,,,1,,,124635,1,,,1,,,124638,1,,,1,,
county,124630,9,,1,4,3,1,124633,9,,1,4,3,1,124634,9,,1,4,3,1,124635,9,,1,4,3,1,124638,7,,1,3,2,1,124639,4,,2,,1,1,124640,4,,2,,1,1
couples,124630,1,,1,,,,124633,1,,1,,,,124634,1,,1,,,,124635,1,,1,,,,124638,1,,1,,,,124640,1,,1,,,
crappie,124638,1,,1,,,
crossed,124630,1,,1,,,
crosses,124630,1,,1,,,
