academy,114763,2,,2,,,
act,114763,2,,1,,1,
activities,114762,1,,1,,,
african,114760,2,,1,,1,,114761,2,,1,,1,,114762,2,,1,,1,,114764,2,,1,,1,,114767,2,,1,,1,,114769,2,,1,,1,
age,114760,5,,5,,,,114761,6,,6,,,,114762,7,,7,,,,114763,5,,5,,,,114764,7,,7,,,,114765,5,,5,,,,114766,5,,5,,,,114767,7,,7,,,,114768,6,,6,,,,114769,7,,7,,,
agent,114763,1,,1,,,
agricultural,114768,1,,1,,,
alta,114762,1,,1,,,
american,114760,6,,2,1,3,,114761,6,,2,1,3,,114762,9,,3,1,4,1,114763,2,,,1,1,,114764,6,,2,1,3,,114765,4,,1,1,2,,114766,2,,,1,1,,114767,6,,2,1,3,,114768,4,,1,1,2,,114769,6,,2,1,3,
area,114760,3,,1,1,1,,114761,3,,1,1,1,,114762,5,,3,1,1,,114763,3,,1,1,1,,114764,3,,1,1,1,,114765,1,,1,,,,114766,1,,1,,,,114767,3,,1,1,1,,114768,2,,,1,1,,114769,3,,1,1,1,
areas,114760,1,,,1,,,114761,1,,,1,,,114762,2,,1,1,,,114763,1,,,1,,,114764,1,,,1,,,114765,1,,,1,,,114766,1,,,1,,,114767,1,,,1,,,114768,1,,,1,,,114769,1,,,1,,
army,114762,2,,1,,1,
asian,114762,1,,,,1,,114764,1,,,,1,,114767,1,,,,1,,114769,1,,,,1,
asst,114769,1,,1,,,
athletes,114769,1,,1,,,
athletic,114762,1,,1,,,
attached,114762,1,,1,,,
attend,114762,1,,1,,,
average,114760,3,,2,,1,,114761,2,,2,,,,114762,2,,2,,,,114763,2,,2,,,,114764,2,,2,,,,114765,2,,2,,,,114766,2,,2,,,,114767,2,,2,,,,114768,2,,2,,,,114769,2,,2,,,
baker,114769,2,,1,,1,
based,114768,1,,1,,,
basketball,114769,2,,2,,,
bass,114762,1,,1,,,
bengals,114769,1,,1,,,
benjamin,114763,2,,1,,1,
birthplace,114769,1,,1,,,
boats,114762,1,,1,,,
boone,114762,2,,1,,1,
braves,114762,1,,1,,,
briefly,114763,1,,1,,,
building,114762,1,,1,,,
built,114768,1,,1,,,
bureau,114760,2,,1,,1,,114761,2,,1,,1,,114762,2,,1,,1,,114763,2,,1,,1,,114764,2,,1,,1,,114765,2,,1,,1,,114766,2,,1,,1,,114767,2,,1,,1,,114768,1,,,,1,,114769,2,,1,,1,
business,114768,1,,1,,,
camp,114762,1,,1,,,
capita,114760,2,,1,,1,,114761,2,,1,,1,,114762,2,,1,,1,,114763,2,,1,,1,,114764,2,,1,,1,,114765,2,,1,,1,,114766,2,,1,,1,,114767,2,,1,,1,,114768,2,,1,,1,,114769,2,,1,,1,
carolina,114769,1,,1,,,
cdt,114760,1,,,1,,,114761,1,,,1,,,114762,1,,,1,,,114763,1,,,1,,,114764,1,,,1,,,114765,1,,,1,,,114766,1,,,1,,,114767,1,,,1,,,114768,1,,,1,,,114769,1,,,1,,
census,114760,10,,2,1,7,,114761,12,,2,1,9,,114762,14,,2,1,11,,114763,11,,2,1,8,,114764,14,,2,1,11,,114765,9,,2,1,6,,114766,11,,2,1,8,,114767,14,,2,1,11,,114768,10,,1,1,8,,114769,14,,2,1,11,
central,114760,3,,,2,1,,114761,3,,,2,1,,114762,3,,,2,1,,114763,3,,,2,1,,114764,3,,,2,1,,114765,3,,,2,1,,114766,3,,,2,1,,114767,3,,,2,1,,114768,3,,,2,1,,114769,3,,,2,1,
chose,114763,1,,1,,,
church,114763,2,,1,,1,
cincinnati,114769,1,,1,,,
cities,114760,1,,,,,1,114761,1,,,,,1,114762,1,,,,,1,114763,1,,,,,1,114764,1,,,,,1,114765,1,,,,,1,114766,1,,,,,1,114767,1,,,,,1,114768,1,,,,,1,114769,1,,,,,1
city,114760,7,,4,2,1,,114761,7,,4,2,1,,114762,10,,7,2,1,,114763,7,,4,2,1,,114764,6,,4,1,1,,114765,8,,5,2,1,,114766,7,,4,2,1,,114767,12,1,5,5,1,,114768,6,,4,1,1,,114769,7,,4,2,1,
civil,114762,2,,1,,1,
closed,114763,1,,1,,,
coach,114769,3,,3,,,
coales,114769,1,,1,,,
code,114760,5,,,3,2,,114761,5,,,3,2,,114762,5,,,3,2,,114763,5,,,3,2,,114764,5,,,3,2,,114765,1,,,1,,,114766,1,,,1,,,114767,5,,,3,2,,114768,5,,,3,2,,114769,5,,,3,2,
colony,114763,1,,1,,,
community,114763,1,,1,,,,114767,1,,1,,,,114768,2,,2,,,
conditioning,114769,1,,1,,,
continuously,114762,1,,1,,,
council,114762,17,1,10,5,1,
councilgrove,114762,1,,,1,,
counties,114760,2,,,1,1,,114761,2,,,1,1,,114762,2,,,1,1,,114763,2,,,1,1,,114764,2,,,1,1,,114765,2,,,1,1,,114766,2,,,1,1,,114767,2,,,1,1,,114768,2,,,1,1,,114769,2,,,1,1,
countries,114760,2,,,1,1,,114761,2,,,1,1,,114762,2,,,1,1,,114763,2,,,1,1,,114764,2,,,1,1,,114765,2,,,1,1,,114766,2,,,1,1,,114767,2,,,1,1,,114768,2,,,1,1,,114769,2,,,1,1,
